Ingrédient;Catégorie;State
Chili sans haricots;Conserves et Condiments;Solide
Garniture pour tarte à  la citrouille;Conserves et Condiments;Solide
Maïs style mexicain;Conserves et Condiments;Solide
Piments marinés;Conserves et Condiments;Solide
Piments verts rôtis;Conserves et Condiments;Solide
Rondelles de piment banane;Conserves et Condiments;Solide
Haricots style ranch;Conserves et Condiments;Solide
Carottes en conserve;Conserves et Condiments;Solide
Poitrine de poulet en conserve;Conserves et Condiments;Solide
Cerises en conserve;Conserves et Condiments;Solide
Sardines en conserve;Conserves et Condiments;Solide
Mélange de haricots en conserve;Conserves et Condiments;Solide
Litchis en conserve;Conserves et Condiments;Solide
Gingembre au sirop;Conserves et Condiments;Liquide
Olives taggiasca;Conserves et Condiments;Solide
Jacquier en conserve;Conserves et Condiments;Solide
Relish de tomate;Conserves et Condiments;Solide
Relish de canneberge;Conserves et Condiments;Solide
Pommes de terre en conserve;Conserves et Condiments;Solide
Hareng mariné;Conserves et Condiments;Solide
Mangue en conserve;Conserves et Condiments;Solide
Asperges en conserve;Conserves et Condiments;Solide
Fèves en conserve;Conserves et Condiments;Solide
Relish de poivrons rouges;Conserves et Condiments;Solide
Mélange de pois et carottes en conserve;Conserves et Condiments;Solide
Relish de maïs;Conserves et Condiments;Solide
Poivrons florina;Conserves et Condiments;Solide
Piments cerises marinés;Conserves et Condiments;Solide
Pain;Boulangerie et snack;Solide
Chapelure;Boulangerie et snack;Solide
Biscuits salés;Boulangerie et snack;Solide
Panko;Boulangerie et snack;Solide
Baguette;Boulangerie et snack;Solide
Tortillas de farine;Boulangerie et snack;Solide
Chips de tortilla;Boulangerie et snack;Solide
Tortillas de maïs;Boulangerie et snack;Solide
Bretzels;Boulangerie et snack;Solide
Pita;Boulangerie et snack;Solide
Pain au levain;Boulangerie et snack;Solide
Chapelure assaisonnée;Boulangerie et snack;Solide
Popcorn;Boulangerie et snack;Solide
Croà»tons;Boulangerie et snack;Solide
Pain italien rustique;Boulangerie et snack;Solide
Tortillas de blé complet;Boulangerie et snack;Solide
Muffin anglais;Boulangerie et snack;Solide
Brioche;Boulangerie et snack;Solide
Pain de seigle;Boulangerie et snack;Solide
Pain plat;Boulangerie et snack;Solide
Cacahuètes grillées à  sec;Boulangerie et snack;Solide
Coquilles de taco;Boulangerie et snack;Solide
Naan;Boulangerie et snack;Solide
Popcorn non éclaté;Boulangerie et snack;Solide
Mélange pour farce;Boulangerie et snack;Solide
Pain de maïs;Boulangerie et snack;Solide
Chips de maïs;Boulangerie et snack;Solide
Chips de pomme de terre;Boulangerie et snack;Solide
Pommes de terre rissolées;Boulangerie et snack;Solide
Bagel;Boulangerie et snack;Solide
Croissants;Boulangerie et snack;Solide
Pain sucré;Boulangerie et snack;Solide
Petits pains hawaïens;Boulangerie et snack;Solide
Couennes de porc;Boulangerie et snack;Solide
Pumpernickel;Boulangerie et snack;Solide
Pain sans gluten;Boulangerie et snack;Solide
Pain de pomme de terre;Boulangerie et snack;Solide
Chips de pita;Boulangerie et snack;Solide
Gressins;Boulangerie et snack;Solide
Focaccia;Boulangerie et snack;Solide
Muffin;Boulangerie et snack;Solide
Coquilles de tostada;Boulangerie et snack;Solide
Chapelure sans gluten;Boulangerie et snack;Solide
Oignons frits croustillants;Boulangerie et snack;Solide
Pain azyme (Matzo);Boulangerie et snack;Solide
Challah;Boulangerie et snack;Solide
Panettone;Boulangerie et snack;Solide
Pâte à  tartiner à  l'extrait de levure;Boulangerie et snack;Solide
Pain à  l'ail;Boulangerie et snack;Solide
Pois chiches rôtis;Boulangerie et snack;Solide
Crostini;Boulangerie et snack;Solide
Crackers au fromage;Boulangerie et snack;Solide
Galette de riz;Boulangerie et snack;Solide
Tortillas sans gluten;Boulangerie et snack;Solide
Frites de patate douce;Boulangerie et snack;Solide
Chips de légumes;Boulangerie et snack;Solide
Muffin de maïs;Boulangerie et snack;Solide
Wraps aux épinards;Boulangerie et snack;Solide
Papadum;Boulangerie et snack;Solide
Chips de plantain;Boulangerie et snack;Solide
Boboli;Boulangerie et snack;Solide
Pain de bretzel;Boulangerie et snack;Solide
Cheetos;Boulangerie et snack;Solide
Chapati;Boulangerie et snack;Solide
Pain aux graines;Boulangerie et snack;Solide
Crumpet;Boulangerie et snack;Solide
Bol de pain;Boulangerie et snack;Solide
Mélange pour farce de pain de maïs;Boulangerie et snack;Solide
Pain céto;Boulangerie et snack;Solide
Wraps faibles en glucides;Boulangerie et snack;Solide
Pain au lait;Boulangerie et snack;Liquide
Rondelles d'oignon surgelées;Boulangerie et snack;Solide
Pain de grains germés;Boulangerie et snack;Solide
Noix de maïs;Boulangerie et snack;Solide
Pain pav;Boulangerie et snack;Solide
Crackers de riz;Boulangerie et snack;Solide
Pain à  la banane;Boulangerie et snack;Solide
Biscottes;Boulangerie et snack;Solide
Polarbrà¶d (pain suédois);Boulangerie et snack;Solide
Pain germé;Boulangerie et snack;Solide
Pain aux fruits;Boulangerie et snack;Solide
Pain roti;Boulangerie et snack;Solide
Pois au wasabi;Boulangerie et snack;Solide
Pain Melba;Boulangerie et snack;Solide
Pain arabe;Boulangerie et snack;Solide
Biscotte (zwieback);Boulangerie et snack;Solide
Chips de crevettes;Boulangerie et snack;Solide
Muffin au chocolat;Boulangerie et snack;Solide
Pain croustillant;Boulangerie et snack;Solide
Crevettes popcorn;Boulangerie et snack;Solide
Pain Ézéchiel;Boulangerie et snack;Solide
Bao bun;Boulangerie et snack;Solide
Biscottes d'orge;Boulangerie et snack;Solide
Frites au four;Boulangerie et snack;Solide
Pudding du Yorkshire;Boulangerie et snack;Solide
Snack d'algues;Boulangerie et snack;Solide
Kit de tacos;Boulangerie et snack;Solide
Pita sans gluten;Boulangerie et snack;Solide
Spéculoos;Boulangerie et snack;Solide
Pain de campagne;Boulangerie et snack;Solide
Boudoirs;Boulangerie et snack;Solide
Pain d'épices;Boulangerie et snack;Solide
Biscuits;Boulangerie et snack;Solide
Gavottes;Boulangerie et snack;Solide
Palets bretons;Boulangerie et snack;Solide
Sablés;Boulangerie et snack;Solide
Crêpes;Boulangerie et snack;Solide
Petits-beurre;Boulangerie et snack;Solide
Biscuits rose de Reims;Boulangerie et snack;Solide
Biscuits au chocolat;Boulangerie et snack;Solide
Pain libanais;Boulangerie et snack;Solide
Pain aux noix;Boulangerie et snack;Solide
Biscuits au gingembre;Boulangerie et snack;Solide
Pain aux raisins;Boulangerie et snack;Solide
Cornets de glace;Boulangerie et snack;Solide
Pancakes;Boulangerie et snack;Solide
Pain à  bruschetta;Boulangerie et snack;Solide
Crêpes de riz;Boulangerie et snack;Solide
Cracotte;Boulangerie et snack;Solide
Croustilles;Boulangerie et snack;Solide
Gâteau au yaourt;Boulangerie et snack;Liquide
Pain au chocolat;Boulangerie et snack;Solide
Pain carré;Boulangerie et snack;Solide
Cookies à  la nougatine;Boulangerie et snack;Solide
Biscuits à  la noix de coco;Boulangerie et snack;Solide
Biscuits aux noisettes;Boulangerie et snack;Solide
Biscuits palmiers;Boulangerie et snack;Solide
Donuts;Boulangerie et snack;Solide
Pain lavash;Boulangerie et snack;Solide
Baba au rhum;Boulangerie et snack;Solide
Pomme dauphine;Boulangerie et snack;Solide
Cramique;Boulangerie et snack;Solide
Craquotte;Boulangerie et snack;Solide
Pain à  la cannelle;Boulangerie et snack;Solide
Bouillon de poulet;Fonds, soupes et bouillons;Liquide
Bouillon de bœuf;Fonds, soupes et bouillons;Liquide
Cube de bouillon;Fonds, soupes et bouillons;Liquide
Soupe à  la tomate;Fonds, soupes et bouillons;Solide
Crème de céleri;Fonds, soupes et bouillons;Solide
Bouillon d'os;Fonds, soupes et bouillons;Liquide
Bouillon de légumes;Fonds, soupes et bouillons;Liquide
Fond de poulet;Fonds, soupes et bouillons;Solide
Fond de bœuf;Fonds, soupes et bouillons;Solide
Crème de champignons;Fonds, soupes et bouillons;Solide
Crème de poulet;Fonds, soupes et bouillons;Solide
Mélange pour soupe à  l'oignon;Fonds, soupes et bouillons;Solide
Fond de poisson;Fonds, soupes et bouillons;Solide
Jus de palourdes;Fonds, soupes et bouillons;Liquide
Base de soupe;Fonds, soupes et bouillons;Solide
Soupe au fromage;Fonds, soupes et bouillons;Solide
Dashi;Fonds, soupes et bouillons;Solide
Bouillon d'os de poulet;Fonds, soupes et bouillons;Liquide
Soupe à  l'oignon;Fonds, soupes et bouillons;Solide
Fond de dinde;Fonds, soupes et bouillons;Solide
Fond de veau;Fonds, soupes et bouillons;Liquide
Fond d'agneau;Fonds, soupes et bouillons;Liquide
Pâte de fond;Fonds, soupes et bouillons;Solide
Bouillon de dinde;Fonds, soupes et bouillons;Liquide
Crème de pommes de terre;Fonds, soupes et bouillons;Solide
Fond de fruits de mer;Fonds, soupes et bouillons;Solide
Bouillon de champignons;Fonds, soupes et bouillons;Liquide
Consommé de bœuf;Fonds, soupes et bouillons;Solide
Soupe aux champignons dorés;Fonds, soupes et bouillons;Solide
Soupe de poulet;Fonds, soupes et bouillons;Solide
Gouttes de dinde;Fonds, soupes et bouillons;Solide
Soupe de poulet aux nouilles;Fonds, soupes et bouillons;Solide
Soupe de nouilles ramen;Fonds, soupes et bouillons;Solide
Mélange pour soupe de légumes;Fonds, soupes et bouillons;Solide
Soupe de légumes;Fonds, soupes et bouillons;Solide
Soupe au fromage nacho;Fonds, soupes et bouillons;Solide
Fond de crevettes;Fonds, soupes et bouillons;Solide
Fond de porc;Fonds, soupes et bouillons;Solide
Gouttes de bœuf;Fonds, soupes et bouillons;Solide
Crème de brocoli;Fonds, soupes et bouillons;Solide
Fond de homard;Fonds, soupes et bouillons;Solide
Soupe de poulet et riz;Fonds, soupes et bouillons;Solide
Mélange pour soupe à  l'oignon de bœuf;Fonds, soupes et bouillons;Solide
Pâte de fond de poulet;Fonds, soupes et bouillons;Solide
Bouillon de palourdes;Fonds, soupes et bouillons;Liquide
Soupe de courge musquée;Fonds, soupes et bouillons;Solide
Soupe de brocoli et fromage;Fonds, soupes et bouillons;Solide
Fond de canard;Fonds, soupes et bouillons;Solide
Soupe miso;Fonds, soupes et bouillons;Solide
Mélange pour sinigang;Fonds, soupes et bouillons;Solide
Bouillon de poulet végétalien;Fonds, soupes et bouillons;Liquide
Crème d'asperges;Fonds, soupes et bouillons;Solide
Soupe aux champignons et bœuf;Fonds, soupes et bouillons;Solide
Fond de jambon;Fonds, soupes et bouillons;Solide
Chaudrée de palourdes de la Nouvelle-Angleterre;Fonds, soupes et bouillons;Solide
Bouillon de porc;Fonds, soupes et bouillons;Liquide
Soupe condensée au gombo de poulet;Fonds, soupes et bouillons;Solide
Crème de crevettes;Fonds, soupes et bouillons;Solide
Mélange pour soupe aux haricots;Fonds, soupes et bouillons;Solide
Soupe aux haricots noirs;Fonds, soupes et bouillons;Solide
Crème de bacon;Fonds, soupes et bouillons;Solide
Soupe de bœuf et légumes;Fonds, soupes et bouillons;Solide
Consommé de poulet;Fonds, soupes et bouillons;Solide
Soupe aux lentilles;Fonds, soupes et bouillons;Solide
Bouillon de veau;Fonds, soupes et bouillons;Liquide
Mélange pour soupe de poulet;Fonds, soupes et bouillons;Solide
Bouillon de poulet rôti à  l'ail;Fonds, soupes et bouillons;Liquide
Bisque de homard;Fonds, soupes et bouillons;Solide
Soupe de haricots et bacon;Fonds, soupes et bouillons;Solide
Chaudrée de palourdes;Fonds, soupes et bouillons;Solide
Bouillon de gingembre thaï;Fonds, soupes et bouillons;Liquide
Gouttes de poulet;Fonds, soupes et bouillons;Solide
Base pour soupe tortilla;Fonds, soupes et bouillons;Solide
Fond d'anchois;Fonds, soupes et bouillons;Solide
Soupe de maïs et poulet;Fonds, soupes et bouillons;Solide
Mélange pour crème de poulet;Fonds, soupes et bouillons;Solide
Cube de bouillon de crevettes;Fonds, soupes et bouillons;Liquide
Bouillon de poulet thaï;Fonds, soupes et bouillons;Liquide
Bouillon d'os de dinde;Fonds, soupes et bouillons;Liquide
Bouillon d'agneau;Fonds, soupes et bouillons;Liquide
Minestrone;Fonds, soupes et bouillons;Solide
Fond de venaison;Fonds, soupes et bouillons;Solide
Porc et haricots;Fonds, soupes et bouillons;Solide
Bisque de tomates;Fonds, soupes et bouillons;Solide
Pâte de fond de bœuf;Fonds, soupes et bouillons;Solide
Bovril;Fonds, soupes et bouillons;Solide
Concentré de jambon;Fonds, soupes et bouillons;Solide
Mélange pour soupe de pommes de terre;Fonds, soupes et bouillons;Solide
Callaloo;Fonds, soupes et bouillons;Solide
Mélange pour soupe de nouilles;Fonds, soupes et bouillons;Solide
Soupe de queue de bœuf;Fonds, soupes et bouillons;Solide
Soupe aux pois cassés;Fonds, soupes et bouillons;Solide
Soupe de bœuf au chili;Fonds, soupes et bouillons;Solide
Soupe de poulet et champignons;Fonds, soupes et bouillons;Solide
Chaudrée de maïs;Fonds, soupes et bouillons;Solide
Dashida;Fonds, soupes et bouillons;Solide
Soupe de pois verts;Fonds, soupes et bouillons;Solide
Crème de chou-fleur;Fonds, soupes et bouillons;Solide
Bouillon de pho;Fonds, soupes et bouillons;Liquide
Bouillon de viande;Fonds, soupes et bouillons;Liquide
Fond de volaille;Fonds, soupes et bouillons;Solide
Jus de volaille;Fonds, soupes et bouillons;Liquide
Fond blanc;Fonds, soupes et bouillons;Solide
Jus de veau;Fonds, soupes et bouillons;Liquide
Bouillon de poisson;Fonds, soupes et bouillons;Liquide
Fond brun;Fonds, soupes et bouillons;Solide
Jus de viande;Fonds, soupes et bouillons;Liquide
Fond pour rôtis;Fonds, soupes et bouillons;Solide
Gaspacho;Fonds, soupes et bouillons;Solide
Soupe de poisson;Fonds, soupes et bouillons;Solide
Fond de viande;Fonds, soupes et bouillons;Solide
Jus d'agneau;Fonds, soupes et bouillons;Liquide
Fumet de crustacés;Fonds, soupes et bouillons;Solide
Fumet de homard;Fonds, soupes et bouillons;Solide
Jus de canard;Fonds, soupes et bouillons;Liquide
Crème d'artichaut;Fonds, soupes et bouillons;Solide
Consommé de volaille;Fonds, soupes et bouillons;Solide
Crème de tomates;Fonds, soupes et bouillons;Solide
Bouillon de coquillage;Fonds, soupes et bouillons;Liquide
Bouillon de canard;Fonds, soupes et bouillons;Liquide
Bouillon de fruits de mer;Fonds, soupes et bouillons;Liquide
Fumet d'écrevisse;Fonds, soupes et bouillons;Solide
Soupe froide concombre & menthe;Fonds, soupes et bouillons;Solide
Cacao;Chocolat et encas sucrés;Solide
Chocolat noir;Chocolat et encas sucrés;Solide
Cacao noir;Chocolat et encas sucrés;Solide
Chocolat;Chocolat et encas sucrés;Solide
Chocolat blanc;Chocolat et encas sucrés;Solide
Pépites de chocolat;Chocolat et encas sucrés;Solide
Chocolat de couverture;Chocolat et encas sucrés;Solide
Chocolat de couverture blanc;Chocolat et encas sucrés;Solide
Chocolat de couverture noir;Chocolat et encas sucrés;Solide
Chocolat pâtissier;Chocolat et encas sucrés;Solide
Chocolat en poudre;Chocolat et encas sucrés;Solide
Cacao cru en poudre;Chocolat et encas sucrés;Solide
Nibs de cacao;Chocolat et encas sucrés;Solide
Chocolat au lait;Chocolat et encas sucrés;Liquide
Pépites de chocolat noir;Chocolat et encas sucrés;Solide
Pépites de chocolat blanc;Chocolat et encas sucrés;Solide
Guimauve;Chocolat et encas sucrés;Solide
Crème de guimauve;Chocolat et encas sucrés;Solide
Bonbons;Chocolat et encas sucrés;Solide
Caramel;Chocolat et encas sucrés;Solide
Crème caramel;Chocolat et encas sucrés;Solide
Bonbons au caramel;Chocolat et encas sucrés;Solide
Canne en bonbon;Chocolat et encas sucrés;Solide
Bonbons à  la menthe poivrée;Chocolat et encas sucrés;Solide
Gélatine;Chocolat et encas sucrés;Solide
Gélifiés;Chocolat et encas sucrés;Solide
Pâte de fruits;Chocolat et encas sucrés;Solide
Candy corn;Chocolat et encas sucrés;Solide
Œufs en bonbons;Chocolat et encas sucrés;Solide
Réglisse;Chocolat et encas sucrés;Solide
Cerises confites;Chocolat et encas sucrés;Solide
Gingembre confit;Chocolat et encas sucrés;Solide
Zeste confit;Chocolat et encas sucrés;Solide
Gâteaux des anges;Chocolat et encas sucrés;Liquide
Bonbons Hershey's Kisses;Chocolat et encas sucrés;Solide
Peppermint Patties;Chocolat et encas sucrés;Solide
Nougat;Chocolat et encas sucrés;Solide
Nougatine;Chocolat et encas sucrés;Solide
Bonbons au chocolat;Chocolat et encas sucrés;Solide
Barre chocolatée;Chocolat et encas sucrés;Solide
Pralin;Chocolat et encas sucrés;Solide
Graham cracker;Chocolat et encas sucrés;Solide
Chapelure de graham cracker;Chocolat et encas sucrés;Solide
Oreo;Chocolat et encas sucrés;Solide
Cookies aux pépites de chocolat;Chocolat et encas sucrés;Solide
Biscuits au beurre;Chocolat et encas sucrés;Solide
Biscuits sablés;Chocolat et encas sucrés;Solide
Gaufrettes au chocolat;Chocolat et encas sucrés;Solide
Biscuits aux amandes;Chocolat et encas sucrés;Solide
Biscotti;Chocolat et encas sucrés;Solide
Ladyfingers;Chocolat et encas sucrés;Solide
Gaufres;Chocolat et encas sucrés;Solide
Beignets;Chocolat et encas sucrés;Solide
Biscuits Mikado;Chocolat et encas sucrés;Solide
Kinder Bueno;Chocolat et encas sucrés;Solide
Petits œufs de Pâques;Chocolat et encas sucrés;Solide
Pâte de chocolat et noisettes ;Chocolat et encas sucrés;Solide
Beurre de cacahuètes;Chocolat et encas sucrés;Solide
Crème d'amande;Chocolat et encas sucrés;Solide
Beurre d'érable;Chocolat et encas sucrés;Solide
Pâte de spéculoos;Chocolat et encas sucrés;Solide
Lemon curd;Chocolat et encas sucrés;Solide
Dulce de leche;Chocolat et encas sucrés;Solide
Pralin feuilletine;Chocolat et encas sucrés;Solide
Cara crakine;Chocolat et encas sucrés;Solide
Crème de nougat blanc;Chocolat et encas sucrés;Solide
Crème de nougat;Chocolat et encas sucrés;Solide
Confiture de fraises;Chocolat et encas sucrés;Solide
Confiture de framboises;Chocolat et encas sucrés;Solide
Confiture d'abricots;Chocolat et encas sucrés;Solide
Confiture de cerises;Chocolat et encas sucrés;Solide
Confiture de mà»res;Chocolat et encas sucrés;Solide
Confiture de pêches;Chocolat et encas sucrés;Solide
Confiture de figues;Chocolat et encas sucrés;Solide
Confiture de raisins;Chocolat et encas sucrés;Solide
Confiture de poires;Chocolat et encas sucrés;Solide
Confiture de pommes;Chocolat et encas sucrés;Solide
Confiture d'ananas;Chocolat et encas sucrés;Solide
Confiture de prunes;Chocolat et encas sucrés;Solide
Confiture de coings;Chocolat et encas sucrés;Solide
Marmelade d'orange;Chocolat et encas sucrés;Solide
Gelée de pommes;Chocolat et encas sucrés;Solide
Gelée de groseilles;Chocolat et encas sucrés;Solide
Gelée de raisins;Chocolat et encas sucrés;Solide
Gelée de cassis;Chocolat et encas sucrés;Solide
Gelée de cerises;Chocolat et encas sucrés;Solide
Gelée de poivrons rouges;Chocolat et encas sucrés;Solide
Gelée de piments rouges;Chocolat et encas sucrés;Solide
Gelée de menthe;Chocolat et encas sucrés;Solide
Gelée de sureau;Chocolat et encas sucrés;Liquide
Compote de pommes;Chocolat et encas sucrés;Solide
Crème de marrons;Chocolat et encas sucrés;Solide
Crème anglaise;Chocolat et encas sucrés;Solide
Crème pâtissière;Chocolat et encas sucrés;Solide
Crème de noix de coco;Chocolat et encas sucrés;Solide
Beurre de pommes;Chocolat et encas sucrés;Solide
Pâte à  brownie;Chocolat et encas sucrés;Solide
Préparation pour gâteau;Chocolat et encas sucrés;Liquide
Préparation pour pancakes;Chocolat et encas sucrés;Solide
Préparation pour muffins;Chocolat et encas sucrés;Solide
Préparation pour cheesecake instantané;Chocolat et encas sucrés;Solide
Préparation pour pudding à  la vanille;Chocolat et encas sucrés;Solide
Préparation pour pudding au chocolat;Chocolat et encas sucrés;Solide
Préparation pour pudding à  la fraise;Chocolat et encas sucrés;Solide
Préparation pour pudding au caramel;Chocolat et encas sucrés;Solide
Préparation pour pudding à  la banane;Chocolat et encas sucrés;Solide
Sauce au chocolat;Chocolat et encas sucrés;Liquide
Sauce au caramel;Chocolat et encas sucrés;Liquide
Sirop de maïs;Chocolat et encas sucrés;Liquide
Sirop d'érable;Chocolat et encas sucrés;Liquide
Sirop de framboises;Chocolat et encas sucrés;Liquide
Sirop de fraises;Chocolat et encas sucrés;Liquide
Sirop de cerises;Chocolat et encas sucrés;Liquide
Sirop de myrtilles;Chocolat et encas sucrés;Liquide
Sirop de pêches;Chocolat et encas sucrés;Liquide
Sirop de poires;Chocolat et encas sucrés;Liquide
Sirop de pommes;Chocolat et encas sucrés;Liquide
Sirop d'ananas;Chocolat et encas sucrés;Liquide
Sirop de prunes;Chocolat et encas sucrés;Liquide
Sirop de gingembre;Chocolat et encas sucrés;Liquide
Sirop de menthe;Chocolat et encas sucrés;Liquide
Sirop de vanille;Chocolat et encas sucrés;Liquide
Sirop d'orange;Chocolat et encas sucrés;Liquide
Flocons de noix de coco;Chocolat et encas sucrés;Solide
Purée de fraises;Chocolat et encas sucrés;Solide
Sauce à  la fraise;Chocolat et encas sucrés;Liquide
Fèves de cacao enrobées de chocolat;Chocolat et encas sucrés;Solide
Fruits confits;Chocolat et encas sucrés;Solide
Corn flakes;Chocolat et encas sucrés;Solide
Vin blanc;Alcool;Liquide
Vin rouge;Alcool;Liquide
Whisky;Alcool;Solide
Cidre;Alcool;Solide
Rhum;Alcool;Solide
Tequila;Alcool;Solide
Vodka;Alcool;Solide
Xérès;Alcool;Solide
Bière;Alcool;Solide
Gin;Alcool;Solide
Liqueur d'orange;Alcool;Solide
Brandy;Alcool;Solide
Amers;Alcool;Solide
Champagne;Alcool;Solide
Rhum blanc;Alcool;Solide
Vermouth;Alcool;Solide
Liqueur de café;Alcool;Liquide
Crème irlandaise;Alcool;Solide
Vin pétillant;Alcool;Liquide
Vermouth sec;Alcool;Solide
Vin de dessert;Alcool;Liquide
Amaretto;Alcool;Solide
Saké;Alcool;Solide
Vin de Marsala;Alcool;Liquide
Vin de Shaoxing;Alcool;Liquide
Cognac;Alcool;Solide
Vin de riz;Alcool;Liquide
Curaçao;Alcool;Solide
Rhum de coco;Alcool;Solide
Vin de Porto;Alcool;Liquide
Liqueur;Alcool;Solide
Kirsch;Alcool;Solide
Schnaps à  la pêche;Alcool;Solide
Brandy de pomme;Alcool;Solide
Liqueur aux herbes;Alcool;Solide
Liqueur de noisette;Alcool;Solide
Liqueur de pêche;Alcool;Solide
Vin blanc de cuisine;Alcool;Liquide
Vin rosé;Alcool;Liquide
Limoncello;Alcool;Solide
Liqueur d'anis;Alcool;Solide
Liqueur de fleur de sureau;Alcool;Liquide
Liqueur de framboise;Alcool;Solide
Liqueur de banane;Alcool;Solide
Liqueur de melon;Alcool;Solide
Crème de cacao;Alcool;Solide
Schnaps;Alcool;Solide
Vodka à  la vanille;Alcool;Solide
Brandy d'abricot;Alcool;Solide
Absinthe;Alcool;Solide
Vin de Madère;Alcool;Liquide
Apérol;Alcool;Solide
Alcool à  la cannelle;Alcool;Solide
Crème de menthe;Alcool;Solide
Cachaça;Alcool;Solide
Liqueur de chocolat;Alcool;Solide
Cordial de fleur de sureau;Alcool;Liquide
Bénédictine;Alcool;Solide
Liqueur de gingembre;Alcool;Solide
Sloe gin;Alcool;Solide
Crème de cassis;Alcool;Solide
Marasquin;Alcool;Solide
Vin rouge de cuisine;Alcool;Liquide
Xérès à  la crème;Alcool;Solide
Mélange Bloody Mary;Alcool;Solide
Rhum doré;Alcool;Solide
Grappa;Alcool;Solide
Vin de gingembre;Alcool;Liquide
Advocaat;Alcool;Solide
Mélange Daiquiri;Alcool;Solide
Rosé pétillant;Alcool;Solide
Liqueur de fraise;Alcool;Solide
Cordial de lime;Alcool;Solide
Galliano;Alcool;Solide
Drambuie;Alcool;Solide
Mezcal;Alcool;Solide
Liqueur de menthe poivrée;Alcool;Solide
Porto blanc;Alcool;Solide
Mélange Piña Colada;Alcool;Solide
Bière à  la citrouille;Alcool;Solide
Schnaps à  la mà»re;Alcool;Solide
Liqueur RumChata;Alcool;Solide
Brandy de mà»re;Alcool;Solide
Amers au chocolat;Alcool;Solide
Liqueur de coco;Alcool;Solide
Liqueur de vanille;Alcool;Solide
Amers de pamplemousse;Alcool;Solide
Liqueur de gentiane;Alcool;Solide
Clair de lune (Moonshine);Alcool;Solide
Brandy de pêche;Alcool;Solide
Liqueur de pomme;Alcool;Solide
Rhum agricole;Alcool;Solide
Pisco;Alcool;Solide
Sangria;Alcool;Solide
Vin de prune;Alcool;Liquide
Brandy de poire;Alcool;Solide
Liqueur de chocolat blanc;Alcool;Solide
Sauternes;Alcool;Solide
Crème Amarula;Alcool;Solide
Vin jaune;Alcool;Liquide
Vin mousseux;Alcool;Liquide
Eau de vie de poire;Alcool;Liquide
Crème de pêche;Alcool;Solide
Chartreuse;Alcool;Solide
Pineau des Charentes;Alcool;Liquide
Liqueur de mandarine;Alcool;Solide
Vin de banyuls;Alcool;Liquide
Vin de jurançon;Alcool;Liquide
Vin de maury;Alcool;Liquide
Vin de lillet;Alcool;Liquide
Liqueur de châtaigne;Alcool;Solide
Eau de vie de cidre;Alcool;Liquide
Liqueur de verveine;Alcool;Solide
Jus d'orange;Boissons sans alcool;Liquide
Jus d'ananas;Boissons sans alcool;Liquide
Jus de tomate;Boissons sans alcool;Liquide
Poudre de matcha;Boissons sans alcool;Solide
Café;Boissons sans alcool;Liquide
Eau gazeuse;Boissons sans alcool;Liquide
Thé;Boissons sans alcool;Liquide
Espresso;Boissons sans alcool;Solide
Jus de canneberge;Boissons sans alcool;Liquide
Jus de pomme;Boissons sans alcool;Liquide
Eau de coco;Boissons sans alcool;Liquide
Jus de grenade;Boissons sans alcool;Liquide
Jus de pamplemousse;Boissons sans alcool;Liquide
Limonade;Boissons sans alcool;Solide
Ginger ale;Boissons sans alcool;Solide
Lait de poule;Boissons sans alcool;Liquide
Coca;Boissons sans alcool;Solide
Bière de gingembre;Boissons sans alcool;Solide
Concentré de jus d'orange;Boissons sans alcool;Liquide
Soda citron-lime;Boissons sans alcool;Solide
Sprite;Boissons sans alcool;Solide
Crème de coco;Boissons sans alcool;Solide
Concentré de limonade;Boissons sans alcool;Solide
Chocolat à  boire;Boissons sans alcool;Solide
Poudre de lait malté;Boissons sans alcool;Liquide
Thé vert;Boissons sans alcool;Liquide
Root beer;Boissons sans alcool;Solide
Eau tonique;Boissons sans alcool;Liquide
Mélange aigre;Boissons sans alcool;Solide
Thé chai;Boissons sans alcool;Liquide
Jus de cerise;Boissons sans alcool;Liquide
Jus de mangue;Boissons sans alcool;Liquide
Concentré de limeade;Boissons sans alcool;Solide
Feuilles de thé;Boissons sans alcool;Liquide
Jus de carotte;Boissons sans alcool;Liquide
Jus de raisin;Boissons sans alcool;Liquide
Dr Pepper;Boissons sans alcool;Solide
Thé glacé;Boissons sans alcool;Liquide
Jus de raisin blanc;Boissons sans alcool;Liquide
Jus de fruit;Boissons sans alcool;Liquide
Jus de pastèque;Boissons sans alcool;Liquide
Jus de fruit de la passion;Boissons sans alcool;Liquide
Jus de mandarine;Boissons sans alcool;Liquide
Jus d'abricot;Boissons sans alcool;Liquide
Kombucha;Boissons sans alcool;Solide
Soda à  l'orange;Boissons sans alcool;Solide
Jus de betterave;Boissons sans alcool;Liquide
Boisson énergisante;Boissons sans alcool;Solide
Jus de pêche;Boissons sans alcool;Liquide
Kool-Aid;Boissons sans alcool;Solide
Mélange pour margarita;Boissons sans alcool;Solide
Thé à  la camomille;Boissons sans alcool;Liquide
Jus de poire;Boissons sans alcool;Liquide
Cream soda;Boissons sans alcool;Solide
Mountain Dew;Boissons sans alcool;Solide
Eau de tamarin;Boissons sans alcool;Liquide
Soda pamplemousse;Boissons sans alcool;Solide
Thé rooibos;Boissons sans alcool;Liquide
Soda citron vert;Boissons sans alcool;Solide
